BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8767213,ASIAN DEVELOPMENT BANK,Treasury Officer,Philippines,Payments,Information Technology,Section Head/Supervisor,Investment Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:19:33,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8767213,ASIAN DEVELOPMENT BANK,Treasury Officer,Philippines,Payments,Information Technology,Section Head/Supervisor,Investment Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 2: Designing the industry’s digital trade agenda,10/15/15,8:30,8:46:55,15-Oct-15,Conference room 1,CR1,Corporate Forum
8767213,ASIAN DEVELOPMENT BANK,Treasury Officer,Philippines,Payments,Information Technology,Section Head/Supervisor,Investment Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:07:28,15-Oct-15,Conference room 3,CR3,Payments
8767213,ASIAN DEVELOPMENT BANK,Treasury Officer,Philippines,Payments,Information Technology,Section Head/Supervisor,Investment Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Lite2 cash reporting dashboard for corporates,10/15/15,11:45,12:18:31,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8752196,Jumhouria Bank,Consultant OF General manager,Libya,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Investment Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Lifecycle of a corporate on SWIFT,10/15/15,9:30,10:28:38,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8712295,FAISAL ISLAMIC BANK,Assistant General Manager for Corporate finance ,Sudan,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,ASEAN banking conversation,10/15/15,10:00,10:52:38,15-Oct-15,Conference room 2,CR2,ASEAN
8712295,FAISAL ISLAMIC BANK,Assistant General Manager for Corporate finance ,Sudan,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:03:46,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8712295,FAISAL ISLAMIC BANK,Assistant General Manager for Corporate finance ,Sudan,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Lifecycle of a corporate on SWIFT,10/15/15,9:30,9:24:47,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8653852,CGI Group Inc.,Client Director,Sweden,Payments,Sales,Account Manager,Payments Market Infrastructure,51 to 60,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:35:17,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8653852,CGI Group Inc.,Client Director,Sweden,Payments,Sales,Account Manager,Payments Market Infrastructure,51 to 60,Week-long Participant Pass without lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:17:16,15-Oct-15,Innotribe,INN,Innotribe
8653852,CGI Group Inc.,Client Director,Sweden,Payments,Sales,Account Manager,Payments Market Infrastructure,51 to 60,Week-long Participant Pass without lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:44:08,15-Oct-15,Innotribe,INN,Innotribe
8574667,CENTRAL BANK OF KUWAIT,Head Of Test Key Unit,Kuwait,FX/MM,Financial Operations,Section Head/Supervisor,Central Bank,41 to 50,Chairpersons Pass,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:26:15,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574667,CENTRAL BANK OF KUWAIT,Head Of Test Key Unit,Kuwait,FX/MM,Financial Operations,Section Head/Supervisor,Central Bank,41 to 50,Chairpersons Pass,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:07:34,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574667,CENTRAL BANK OF KUWAIT,Head Of Test Key Unit,Kuwait,FX/MM,Financial Operations,Section Head/Supervisor,Central Bank,41 to 50,Chairpersons Pass,COMMUNITY,"Data governance insights: Challenges, impacts and opportunities ",10/15/15,10:15,10:19:30,15-Oct-15,Conference room 5,CR5,Community
8574667,CENTRAL BANK OF KUWAIT,Head Of Test Key Unit,Kuwait,FX/MM,Financial Operations,Section Head/Supervisor,Central Bank,41 to 50,Chairpersons Pass,NORMAL,Business Intelligence for Securities: Watch for your data,10/15/15,11:00,11:02:47,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8768450,Sudanese Egyptian Bank,assistant manager,Sudan,Payments,Financial Operations,Section Head/Supervisor,Commercial Bank,Prefer not to answer,Week-long Participant Pass with lunch,COMMUNITY,How ASEAN+3 connects bond markets towards more integrated markets,10/15/15,12:45,12:35:53,15-Oct-15,Conference room 4,CR4,Community
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,ASEAN banking conversation,10/15/15,10:00,10:05:20,15-Oct-15,Conference room 2,CR2,ASEAN
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:14:48,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,COMMUNITY,"Data governance insights: Challenges, impacts and opportunities ",10/15/15,10:15,10:12:49,15-Oct-15,Conference room 5,CR5,Community
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,9:19:22,15-Oct-15,Conference room 4,CR4,Community
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,Business Intelligence for Securities: Watch for your data,10/15/15,11:00,11:03:58,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8864784,SAUDI ARABIAN MONETARY AGENCY,Innovation Center Director,Saudi Arabia,Payments,Business Development/Strategy,Section Head/Supervisor,Central Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:59:43,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8864784,SAUDI ARABIAN MONETARY AGENCY,Innovation Center Director,Saudi Arabia,Payments,Business Development/Strategy,Section Head/Supervisor,Central Bank,31 to 40,Week-long Participant Pass with lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,8:54:03,15-Oct-15,Conference room 4,CR4,Community
8864784,SAUDI ARABIAN MONETARY AGENCY,Innovation Center Director,Saudi Arabia,Payments,Business Development/Strategy,Section Head/Supervisor,Central Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Innotribe closing keynote: Machines are not the answer,10/15/15,15:15,15:50:45,15-Oct-15,Innotribe,INN,Innotribe
8864784,SAUDI ARABIAN MONETARY AGENCY,Innovation Center Director,Saudi Arabia,Payments,Business Development/Strategy,Section Head/Supervisor,Central Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Voice of the customer 3.0,10/15/15,10:15,11:17:33,15-Oct-15,Innotribe,INN,Innotribe
8797896,SEC Phils,Commissioner,Philippines,Securities,Standards,Board Member / CEO / CFO,Exchange,Prefer not to answer,Complimentary Week-long Participant Pass with lunch,NORMAL,ASEAN exchanges and securities workshop,10/15/15,14:00,14:50:07,15-Oct-15,Conference room 3,CR3,ASEAN
8797896,SEC Phils,Commissioner,Philippines,Securities,Standards,Board Member / CEO / CFO,Exchange,Prefer not to answer,Complimentary Week-long Participant Pass with lunch,NORMAL,ASEAN financial and economic integration workshop,10/15/15,14:00,14:20:09,15-Oct-15,Conference room 1,CR1,ASEAN
8797896,SEC Phils,Commissioner,Philippines,Securities,Standards,Board Member / CEO / CFO,Exchange,Prefer not to answer,Complimentary Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:00:29,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8797896,SEC Phils,Commissioner,Philippines,Securities,Standards,Board Member / CEO / CFO,Exchange,Prefer not to answer,Complimentary Week-long Participant Pass with lunch,COMMUNITY,How ASEAN+3 connects bond markets towards more integrated markets,10/15/15,12:45,12:40:10,15-Oct-15,Conference room 4,CR4,Community
8797896,SEC Phils,Commissioner,Philippines,Securities,Standards,Board Member / CEO / CFO,Exchange,Prefer not to answer,Complimentary Week-long Participant Pass with lunch,NORMAL,Capital market harmonisation: How to align market liberalisation and regulatory supervision?,10/15/15,10:15,10:26:22,15-Oct-15,Conference room 4,CR4,Securities
8776407,European Central Bank,Principal Market Infrastructure Expert,Germany,Securities,Marketing,Section Head/Supervisor,Central Bank,41 to 50,Week-long Participant Pass - Exhibitor voucher used with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:44:13,15-Oct-15,Innotribe,INN,Innotribe
8776407,European Central Bank,Principal Market Infrastructure Expert,Germany,Securities,Marketing,Section Head/Supervisor,Central Bank,41 to 50,Week-long Participant Pass - Exhibitor voucher used with lunch,NORMAL,Capital market harmonisation: How to align market liberalisation and regulatory supervision?,10/15/15,10:15,10:16:55,15-Oct-15,Conference room 4,CR4,Securities
8728656,ANZ Banking Group Limited,Head of Global Sanctions Compliance,Australia,Payments,Compliance officer / Risk Management,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:47:18,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8728656,ANZ Banking Group Limited,Head of Global Sanctions Compliance,Australia,Payments,Compliance officer / Risk Management,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,14:10:09,15-Oct-15,Conference room 5,CR5,Corporate Forum
8728656,ANZ Banking Group Limited,Head of Global Sanctions Compliance,Australia,Payments,Compliance officer / Risk Management,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 2: Designing the industry’s digital trade agenda,10/15/15,8:30,8:35:37,15-Oct-15,Conference room 1,CR1,Corporate Forum
8857985,Maersk,Head of Regional Treasury Center,Singapore,Payments,Business Development/Strategy,Corporate Treasurer,Corporate,21 to 30,Corporate Forum Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:19:01,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8857985,Maersk,Head of Regional Treasury Center,Singapore,Payments,Business Development/Strategy,Corporate Treasurer,Corporate,21 to 30,Corporate Forum Pass with lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:12:52,15-Oct-15,Conference room 1,CR1,Corporate Forum
8857985,Maersk,Head of Regional Treasury Center,Singapore,Payments,Business Development/Strategy,Corporate Treasurer,Corporate,21 to 30,Corporate Forum Pass with lunch,NORMAL,Corporate Forum Opening Address Day 2: Designing the industry’s digital trade agenda,10/15/15,8:30,8:28:55,15-Oct-15,Conference room 1,CR1,Corporate Forum
8857985,Maersk,Head of Regional Treasury Center,Singapore,Payments,Business Development/Strategy,Corporate Treasurer,Corporate,21 to 30,Corporate Forum Pass with lunch,NORMAL,Progressing the digital trade agenda: Are banks on board?,10/15/15,9:00,9:51:21,15-Oct-15,Conference room 1,CR1,Corporate Forum
8668586,Sivantos,Assistant Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,51 to 60,Corporate Forum Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:01:48,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8668586,Sivantos,Assistant Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,51 to 60,Corporate Forum Pass with lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:44:53,15-Oct-15,Conference room 4,CR4,Community
8668586,Sivantos,Assistant Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,51 to 60,Corporate Forum Pass with lunch,NORMAL,"SWIFT for Corporates – Defining win-win strategies in multi-banking treasury management
",10/15/15,13:30,13:23:03,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8874125,Terrappinn,Project Director,Singapore,Payments,Business Development/Strategy,Relationship Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:12:19,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8840800,Decillion Group ,Business Development Manager,Singapore,Payments,Business Development/Strategy,Account Manager,Corporate,21 to 30,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:06:39,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8741570,THE ROYAL BANK,"Head, International Banking",Ghana,Trade Services,Financial Operations,Departmental Manager,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:46:40,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8741570,THE ROYAL BANK,"Head, International Banking",Ghana,Trade Services,Financial Operations,Departmental Manager,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 2: Designing the industry’s digital trade agenda,10/15/15,8:30,8:24:05,15-Oct-15,Conference room 1,CR1,Corporate Forum
8741570,THE ROYAL BANK,"Head, International Banking",Ghana,Trade Services,Financial Operations,Departmental Manager,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Progressing the digital trade agenda: Are banks on board?,10/15/15,9:00,9:47:19,15-Oct-15,Conference room 1,CR1,Corporate Forum
8869627,IBM,Payments Leader APAC,Singapore,Payments,Sales,Vice President/ Functional Head,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:24:51,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8869627,IBM,Payments Leader APAC,Singapore,Payments,Sales,Vice President/ Functional Head,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:57:44,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8869627,IBM,Payments Leader APAC,Singapore,Payments,Sales,Vice President/ Functional Head,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,How ASEAN+3 connects bond markets towards more integrated markets,10/15/15,12:45,12:51:56,15-Oct-15,Conference room 4,CR4,Community
8869627,IBM,Payments Leader APAC,Singapore,Payments,Sales,Vice President/ Functional Head,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:14:09,15-Oct-15,Conference room 4,CR4,Community
8606250,SWIFT,Managing Director,United States,Securities,Financial Operations,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:22:01,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606250,SWIFT,Managing Director,United States,Securities,Financial Operations,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:14:01,15-Oct-15,Conference room 1,CR1,Corporate Forum
8606250,SWIFT,Managing Director,United States,Securities,Financial Operations,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:13:24,15-Oct-15,Innotribe,INN,Innotribe
8606250,SWIFT,Managing Director,United States,Securities,Financial Operations,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Lite2 cash reporting dashboard for corporates,10/15/15,11:45,11:50:23,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8829675,AGRICULTURAL DEVELOPMENT BANK,Application Support Officer,Ghana,Trade Services,Information Technology,Relationship Manager,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:00:58,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
