BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8767213,ASIAN DEVELOPMENT BANK,Treasury Officer,Philippines,Payments,Information Technology,Section Head/Supervisor,Investment Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:33:55,14-Oct-15,SWIFT Auditorium,SA,Payments
8767213,ASIAN DEVELOPMENT BANK,Treasury Officer,Philippines,Payments,Information Technology,Section Head/Supervisor,Investment Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,SWIFTRef - come and see how to improve straight-through processing of your payments,10/14/15,16:30,16:23:38,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8712295,FAISAL ISLAMIC BANK,Assistant General Manager for Corporate finance ,Sudan,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:43:27,14-Oct-15,Conference room 1,CR1,Corporate Forum
8712295,FAISAL ISLAMIC BANK,Assistant General Manager for Corporate finance ,Sudan,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Treasury management practices in Asia: Which key models prevail in the region?,10/14/15,10:15,10:07:39,14-Oct-15,Conference room 1,CR1,Corporate Forum
8712295,FAISAL ISLAMIC BANK,Assistant General Manager for Corporate finance ,Sudan,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:38:50,14-Oct-15,SWIFT Auditorium,SA,Payments
8653852,CGI Group Inc.,Client Director,Sweden,Payments,Sales,Account Manager,Payments Market Infrastructure,51 to 60,Week-long Participant Pass without lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:15:06,14-Oct-15,Conference room 5,CR5,Community
8574667,CENTRAL BANK OF KUWAIT,Head Of Test Key Unit,Kuwait,FX/MM,Financial Operations,Section Head/Supervisor,Central Bank,41 to 50,Chairpersons Pass,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:31:54,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8818083,"SAUDI BRITISH BANK, THE",Head of Payments & Cash Management,Saudi Arabia,Cash Management,Business Development/Strategy,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:27:20,14-Oct-15,Conference room 3,CR3,Community
8768450,Sudanese Egyptian Bank,assistant manager,Sudan,Payments,Financial Operations,Section Head/Supervisor,Commercial Bank,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:07:16,14-Oct-15,Conference room 4,CR4,Payments
8768450,Sudanese Egyptian Bank,assistant manager,Sudan,Payments,Financial Operations,Section Head/Supervisor,Commercial Bank,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:19:11,14-Oct-15,SWIFT Auditorium,SA,Payments
8786362,Saudi Chevron,Treasurer,Saudi Arabia,Cash Management,Business Development/Strategy,Corporate Treasurer,Corporate,31 to 40,Complimentary Week-long Participant Pass with lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:29:06,14-Oct-15,Conference room 1,CR1,Corporate Forum
8786362,Saudi Chevron,Treasurer,Saudi Arabia,Cash Management,Business Development/Strategy,Corporate Treasurer,Corporate,31 to 40,Complimentary Week-long Participant Pass with lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:48:34,14-Oct-15,Conference room 1,CR1,Corporate Forum
8786362,Saudi Chevron,Treasurer,Saudi Arabia,Cash Management,Business Development/Strategy,Corporate Treasurer,Corporate,31 to 40,Complimentary Week-long Participant Pass with lunch,NORMAL,Efficiency as a service (EaaS) – The SWIFT community cloud ,10/14/15,14:30,14:19:59,14-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:20:14,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:04:47,14-Oct-15,Conference room 5,CR5,Community
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,15:03:14,14-Oct-15,Conference room 1,CR1,Corporate Forum
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:32:20,14-Oct-15,SWIFT Auditorium,SA,Payments
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:16:53,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,"SWIFTRef, come and see how to improve straight-through processing of your payments",10/14/15,9:15,9:18:09,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8719709,Central Bank of Sri Lanka,Additional Director,Sri Lanka,Payments,Information Technology,Departmental Manager,Central Bank,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,Shield your back-office from migrating to ISO 20022 in the most efficient way (case study: High value payment converter for participants),10/14/15,15:30,15:25:22,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8720594,London Stock Exchange Group,Head of Global Development market Infrastructures,United Kingdom,Trade Services,Sales,Departmental Manager,Exchange,Prefer not to answer,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Why banks need FinTech hubs,10/14/15,12:45,13:30:11,14-Oct-15,Innotribe,INN,Innotribe
8859884,BANK OF ISRAEL,Networks & SWIFT Team Leader,Israel,Payments,Information Technology,Departmental Manager,Central Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:31:08,14-Oct-15,SWIFT Auditorium,SA,Payments
8788540,Skandinaviska Enskilda Banken AB ,"SVP,Head of Financial Institutions Coverage",Singapore,FX/MM,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,One Day Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:16:13,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8788540,Skandinaviska Enskilda Banken AB ,"SVP,Head of Financial Institutions Coverage",Singapore,FX/MM,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,One Day Participant Pass with lunch,COMMUNITY,"Change will never be this slow again - Reaching your next billion customers
",10/14/15,14:00,13:53:01,14-Oct-15,Conference room 3,CR3,Community
8788540,Skandinaviska Enskilda Banken AB ,"SVP,Head of Financial Institutions Coverage",Singapore,FX/MM,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,One Day Participant Pass with lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:24:20,14-Oct-15,Conference room 5,CR5,Community
8788540,Skandinaviska Enskilda Banken AB ,"SVP,Head of Financial Institutions Coverage",Singapore,FX/MM,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,One Day Participant Pass with lunch,NORMAL,Securities transparency: Is this the next frontier? ,10/14/15,9:00,9:50:36,14-Oct-15,Conference room 2,CR2,Compliance Forum
8788540,Skandinaviska Enskilda Banken AB ,"SVP,Head of Financial Institutions Coverage",Singapore,FX/MM,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,One Day Participant Pass with lunch,NORMAL,"Despite what you heard, colour does matter!",10/14/15,9:30,9:51:20,14-Oct-15,Conference room 3,CR3,Diversity
8788540,Skandinaviska Enskilda Banken AB ,"SVP,Head of Financial Institutions Coverage",Singapore,FX/MM,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,One Day Participant Pass with lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,10:53:52,14-Oct-15,Conference room 3,CR3,Diversity
8618179,"Complex Systems, Inc.",Senior Business Cnsultant,United States,Trade Services,Product Management,Section Head/Supervisor,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,13:57:14,14-Oct-15,Conference room 1,CR1,Corporate Forum
8702967,Commerzbank AG,Senior Regulatory Advisor,Germany,Trade Services,Compliance officer / Risk Management,Compliance officer / Risk manager,Commercial Bank,31 to 40,Speaker Pass with lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:26:45,14-Oct-15,Conference room 2,CR2,Compliance Forum
8776407,European Central Bank,Principal Market Infrastructure Expert,Germany,Securities,Marketing,Section Head/Supervisor,Central Bank,41 to 50,Week-long Participant Pass - Exhibitor voucher used with lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,10:47:47,14-Oct-15,Conference room 3,CR3,Diversity
8776407,European Central Bank,Principal Market Infrastructure Expert,Germany,Securities,Marketing,Section Head/Supervisor,Central Bank,41 to 50,Week-long Participant Pass - Exhibitor voucher used with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:01:27,14-Oct-15,Conference room 2,CR2,Innotribe
8728656,ANZ Banking Group Limited,Head of Global Sanctions Compliance,Australia,Payments,Compliance officer / Risk Management,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:30:30,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8728656,ANZ Banking Group Limited,Head of Global Sanctions Compliance,Australia,Payments,Compliance officer / Risk Management,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,Week-long Participant Pass without lunch,COMMUNITY,Payments fraud: How to de-risk mission-critical business transactions ,10/14/15,15:30,16:01:31,14-Oct-15,Conference room 5,CR5,Community
8728656,ANZ Banking Group Limited,Head of Global Sanctions Compliance,Australia,Payments,Compliance officer / Risk Management,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:06:26,14-Oct-15,Conference room 2,CR2,Compliance Forum
8728656,ANZ Banking Group Limited,Head of Global Sanctions Compliance,Australia,Payments,Compliance officer / Risk Management,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:52:32,14-Oct-15,SWIFT Auditorium,SA,Payments
8676511,INTEL CORPORATION,Business Development Manager,Singapore,Payments,Business Development/Strategy,Account Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:27:11,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8857985,Maersk,Head of Regional Treasury Center,Singapore,Payments,Business Development/Strategy,Corporate Treasurer,Corporate,21 to 30,Corporate Forum Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:25:49,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8857985,Maersk,Head of Regional Treasury Center,Singapore,Payments,Business Development/Strategy,Corporate Treasurer,Corporate,21 to 30,Corporate Forum Pass with lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:27:37,14-Oct-15,Conference room 1,CR1,Corporate Forum
8857985,Maersk,Head of Regional Treasury Center,Singapore,Payments,Business Development/Strategy,Corporate Treasurer,Corporate,21 to 30,Corporate Forum Pass with lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:49:14,14-Oct-15,Conference room 1,CR1,Corporate Forum
8857985,Maersk,Head of Regional Treasury Center,Singapore,Payments,Business Development/Strategy,Corporate Treasurer,Corporate,21 to 30,Corporate Forum Pass with lunch,NORMAL,Treasury management practices in Asia: Which key models prevail in the region?,10/14/15,10:15,10:11:04,14-Oct-15,Conference room 1,CR1,Corporate Forum
8857985,Maersk,Head of Regional Treasury Center,Singapore,Payments,Business Development/Strategy,Corporate Treasurer,Corporate,21 to 30,Corporate Forum Pass with lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,13:58:33,14-Oct-15,Conference room 1,CR1,Corporate Forum
8845140,INDIAN BANK,ASST. GENERAL MANAGER,India,Trade Services,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Treasury management practices in Asia: Which key models prevail in the region?,10/14/15,10:15,10:27:15,14-Oct-15,Conference room 1,CR1,Corporate Forum
8813740,EY,"Tax Partner, Financial Services Tax",Singapore,Securities,Financial Operations,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Speaker Pass with lunch,COMMUNITY,Thrive or die - Why not piggy back innovation on regulation?,10/14/15,9:00,9:23:33,14-Oct-15,Conference room 4,CR4,Community
8813740,EY,"Tax Partner, Financial Services Tax",Singapore,Securities,Financial Operations,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Speaker Pass with lunch,COMMUNITY,The internationalisation of RMB: New opportunities for ASEAN economies,10/14/15,15:30,15:55:21,14-Oct-15,Conference room 4,CR4,Community
8668586,Sivantos,Assistant Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,51 to 60,Corporate Forum Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:25:46,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8668586,Sivantos,Assistant Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,51 to 60,Corporate Forum Pass with lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:52:31,14-Oct-15,Conference room 1,CR1,Corporate Forum
8668586,Sivantos,Assistant Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,51 to 60,Corporate Forum Pass with lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,14:05:55,14-Oct-15,Conference room 1,CR1,Corporate Forum
8840800,Decillion Group ,Business Development Manager,Singapore,Payments,Business Development/Strategy,Account Manager,Corporate,21 to 30,Week-long Participant Pass without lunch,NORMAL,Efficiency as a service (EaaS) – The SWIFT community cloud ,10/14/15,14:30,14:24:50,14-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8840800,Decillion Group ,Business Development Manager,Singapore,Payments,Business Development/Strategy,Account Manager,Corporate,21 to 30,Week-long Participant Pass without lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:29:31,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8741570,THE ROYAL BANK,"Head, International Banking",Ghana,Trade Services,Financial Operations,Departmental Manager,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,"Simplify sanctions compliance with SWIFT’s expanding shared services portfolio
",10/14/15,13:30,13:20:18,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
